Size	BST/Insert	BST/Remove	BST/Search	DLL/Insert at the back	DLL/Insert at the front	DLL/Remove from the back	DLL/Remove from the front	DLL/Search	Hash Table/Insert	Hash Table/Remove	Hash Table/Search	SLL/Insert at the back	SLL/Insert at the front	SLL/Remove from the back	SLL/Remove from the front	SLL/Search	Vector/Insert at the back	Vector/Insert at the front	Vector/Remove from the back	Vector/Remove from the front	Vector/Search
35250	171	229	0	0	0	0	0	736544	2	0	0	0	9	508548	0	966558	46	382653	0	347331	546924
35500	169	187	0	0	0	0	0	747398	1	17	0	0	1	517924	0	954535	26	377736	0	349849	544322
35750	223	240	0	0	1	0	0	804134	0	46	0	0	0	526015	0	944036	6	378902	0	356120	561367
36000	138	197	0	0	1	10	0	806030	9	1	0	0	0	537551	0	866072	7	377026	0	357872	552603
36250	150	225	0	0	2	0	0	792274	1	0	0	0	0	441356	0	1108481	8	382902	0	361321	556756
36500	164	256	0	0	0	0	0	804523	1	0	0	0	0	457678	0	1085034	6	389926	0	366601	554101
36750	154	228	1	0	1	0	0	812735	0	0	0	0	1075	555642	0	1007497	63	393228	0	385454	569447
37000	141	4280	0	0	1	0	0	805373	0	0	0	0	1	531621	9	985307	7	394073	0	366254	556113
37250	4263	160	0	0	1	0	0	822986	62	0	0	0	0	528242	0	909660	3682	400001	8	369342	560962
37500	176	192	0	0	0	0	0	875109	6	0	14	0	3	538890	0	1023172	31	406627	0	367144	570559
37750	191	167	0	1	25	0	0	861836	9	0	0	0	1	547139	0	1150896	7	404345	0	404633	569908
38000	179	182	0	1	1	46	0	863688	5	0	0	0	0	599197	0	1046018	25	408045	0	376490	568107
38250	163	240	0	0	0	0	0	859557	30	25	0	0	0	625999	0	1051369	23	408724	0	473264	581886
38500	234	198	0	0	0	0	0	862081	8	0	0	0	10	611939	0	988253	57	410077	0	382355	585938
38750	159	224	2	0	1	0	0	834840	2	1	0	0	0	475544	0	1010730	7	417197	0	381602	587040
39000	176	216	0	0	2	0	0	926250	6	0	0	0	0	568175	0	1240679	7	411394	0	471105	590222
39250	148	244	0	0	0	0	0	948977	19	0	0	0	0	590649	0	1102423	24	417674	0	383987	599298
39500	151	4227	0	11	0	0	0	901255	7	4014	1	0	2	575896	0	1126014	6	416393	0	391757	609076
39750	223	185	0	0	1	11	0	890882	8	0	0	0	0	618500	0	968230	8	427821	0	392363	620135
40000	184	192	0	0	0	0	0	913273	3	0	0	0	14	598510	0	1132263	24	437048	0	394026	597617
40250	183	190	0	0	3	0	0	897978	2	0	0	0	0	673905	0	1277943	24	433901	0	395159	599770
40500	199	208	0	0	2	0	0	983864	8	0	0	0	1	687123	0	1188883	7	437126	0	401702	618692
40750	171	275	2	0	0	0	0	958496	3	59	0	0	0	716432	8	1149695	7	435640	0	401151	613035
41000	218	205	0	0	10	0	8	958581	5	0	0	0	0	481639	0	974785	8	446875	0	406533	619884
41250	160	239	16	0	1	0	0	1023122	2	1	0	0	1	632697	0	1351464	7	441772	0	410351	629858
41500	154	220	0	24	0	0	0	929106	43	0	0	0	0	670532	0	1289152	8	452562	0	413105	634675
41750	165	4330	0	62	1	0	0	983733	7	0	0	0	0	842955	0	1212858	6	447830	0	431015	629373
42000	163	182	33	194	4	0	0	1002426	6	1	0	0	0	672315	0	1077598	27	450911	0	455560	623373
42250	4153	176	0	106	0	4022	0	994318	8	8	0	0	1	768017	0	1255118	6	452668	0	420700	640455
42500	253	198	3	92	11	0	0	987859	19	0	0	0	2	868188	0	1369981	6	465222	0	434774	653948
42750	192	188	0	14	1	0	0	945631	6	0	0	0	0	772322	0	1245640	4513	464099	0	432553	656791
43000	277	238	1	0	1	0	1	990429	6	1	0	0	4	644141	0	1152954	10	467947	0	428976	652455
43250	194	214	0	0	1	0	0	1061726	4	42	1	0	1	689463	0	1210364	7	465889	0	428321	665828
43500	273	218	13	0	31	0	0	1046405	5	2	0	0	0	677779	0	1414941	8	472425	0	450603	659358
43750	194	222	0	0	0	0	0	1017480	88	2	0	0	1	737130	0	1331748	8	479630	0	441490	661386
44000	173	219	17	10	0	0	0	1051845	11	0	0	0	0	732692	0	1267242	6	478791	0	440071	664415
44250	169	4292	1	13	2	0	0	952476	6	8	0	0	1	833627	0	1193821	7	482186	0	440505	664400
44500	176	181	0	0	1	0	0	1122254	29	13	0	0	0	837344	0	1489244	43	486079	4009	446571	674336
44750	4178	193	17	27	0	0	0	1063231	12	1	0	0	1	637236	0	1349614	26	483892	0	452850	695965
45000	248	219	0	0	1	0	9	1077537	5	0	0	0	1	739501	0	1254762	8	495680	0	441709	685787
45250	197	203	0	0	2	0	0	1064393	4	0	0	0	1	752291	0	1303315	24	507257	0	451360	677286
45500	212	266	0	0	0	0	0	1019902	6	0	0	0	1	760074	0	1480800	24	489817	0	466987	682099
45750	184	208	0	27	1	0	0	1052318	55	67	0	0	0	758706	0	1380502	23	500024	0	464422	688542
46000	194	229	0	0	9	0	0	1153568	39	0	0	0	1	916600	0	1260579	48	503990	0	507196	694678
46250	254	239	1	0	1	0	0	1070562	17	0	0	0	0	895372	0	1410663	25	517771	0	526150	700155
46500	176	234	0	0	8	9	0	1157994	11	1	0	0	1	686468	0	1528938	22	512572	0	481171	703869
46750	193	4295	31	0	2	0	0	1120944	15	0	0	0	8	789963	0	1402645	23	516730	0	467828	697657
47000	178	188	0	0	0	0	0	1104441	14	10	0	0	0	770463	0	1361040	7	520785	0	470983	718456
47250	182	212	0	0	0	0	0	1063597	9	0	0	0	0	855579	0	1448379	24	527558	0	470010	721942
47500	4264	226	0	2	1	0	0	1150440	8	1	0	0	1	848577	0	1550602	38	520664	0	505141	730992
47750	202	223	0	0	2	0	0	1193833	24	0	0	0	0	985361	0	1476450	7	528932	0	481442	736710
48000	210	237	0	0	0	0	0	1177439	32	2	0	0	0	933806	0	1342668	30	531460	0	487163	720654
48250	196	232	4013	0	4028	0	0	1163623	9	30	0	0	0	624615	0	1629300	6	538512	0	503084	741906
48500	189	254	0	0	0	0	0	1091696	5	1	0	0	7999	884609	0	1591277	8	537432	0	493664	757091
48750	238	226	28	0	2	9	0	1227698	10	0	0	0	0	861663	0	1520372	6	541562	0	486860	747515
49000	182	4300	0	0	0	0	0	1186036	7	0	0	0	0	886201	0	1399648	6	546370	0	520789	768415
49250	214	194	0	10	0	0	0	1186903	5	0	12	0	0	1038991	0	1706484	36	550982	0	488676	759067
49500	183	201	0	0	0	0	0	1148514	6	4020	0	0	0	1005662	0	1534403	6	553624	0	503087	747832
49750	178	216	0	0	30	0	0	1227673	4045	1	0	0	0	631290	0	1469804	7	556315	0	511353	749165
50000	4234	215	2	0	15	0	0	1240762	21	0	0	0	1	927128	0	1595511	7	549411	0	506895	767399
50250	210	277	0	0	1	0	0	1228241	20	2	0	0	1	893538	0	1672313	6	556887	0	515566	769027
50500	213	223	0	0	1	0	0	1242665	10	0	0	0	2	941851	0	1573665	6	574839	0	507030	759073
50750	207	230	0	9	0	17	0	1153950	13	17	0	0	2	1087259	12	1478313	7	566556	0	527572	786014
51000	198	251	0	0	2	0	0	1260672	11	1	14	0	2	953669	0	1761573	9	568366	0	538456	772320
51250	279	256	0	0	9	0	0	1247323	11	13	0	0	1	758749	0	1628930	24	574730	0	524765	776192
51500	193	4297	0	0	0	0	0	1266648	7	0	0	0	0	963911	0	1528868	24	580468	0	532664	777364
51750	215	194	0	0	2	0	0	1188161	25	2	0	0	9	966730	0	1709182	22	575357	0	566408	799116
52000	197	225	2	0	1	0	0	1293314	10	1	0	0	0	1004360	0	1734220	8	565517	0	531344	792040
52250	186	209	14	0	1	0	0	1280290	12	1	0	0	0	1114704	0	1710500	6	573901	0	607157	815805
52500	4282	218	0	0	0	0	0	1262574	10	0	0	0	0	882883	0	1540971	16	580988	0	542009	800585
52750	209	269	0	0	1	0	0	1228505	28	9	0	0	1	915657	0	1772318	38	593555	0	548435	802124
53000	217	241	0	0	11	0	0	1312957	6	2	10	0	1	974848	0	1746461	6	602771	0	539964	813081
53250	222	240	27	0	0	0	0	1311405	7	2	0	0	0	1075368	0	1576698	7	588364	0	560098	835089
53500	204	242	0	0	0	0	0	1309548	8	2	0	0	1	1137342	0	1858205	25	598870	0	562374	819058
53750	266	4273	4023	0	0	0	0	1278500	4049	2	0	13	1	1149231	0	1747859	7	588029	0	567368	837387
54000	195	218	0	0	1	0	0	1314069	8	1	0	0	0	730426	0	1636837	8	595860	0	554320	832140
54250	216	223	0	17	4230	0	0	1348093	10	6	0	0	0	1062691	0	1936237	17	605639	4012	555096	837787
54500	193	235	1	0	1	0	0	1324824	13	2	0	0	4	1057152	4009	1819856	7	584987	0	565657	831375
54750	184	216	0	0	2	0	9	1307110	21	3	1	0	1	1090298	0	1667859	6	611020	0	561097	832599
55000	4299	311	14	0	0	0	0	1326660	12	0	0	0	4005	1198160	0	1950484	8	613610	0	556205	844595
55250	214	233	0	0	2	0	0	1382382	12	15	0	0	1	878942	0	1829594	6	623202	0	569831	849281
55500	226	241	4016	8	1	0	7	1358826	21	12	0	0	1	1034925	0	1718408	6	625353	0	573814	852076
55750	216	242	0	6	14	0	0	1325810	6	1	0	0	0	1073719	0	1994876	8	617993	0	573050	843380
56000	206	251	1	23	1	0	0	1392867	11	3	0	0	0	1102015	0	1805851	4041	609669	0	572245	859219
56250	281	4251	0	0	0	0	0	1442183	8	1	0	0	0	1254481	0	1665548	7	617358	0	585663	864105
56500	200	214	0	0	0	0	0	1415516	3	0	0	0	0	986326	0	1922743	7	624869	0	671962	857909
56750	222	221	0	0	0	0	0	1346121	20	0	0	0	1	1020290	0	1843610	6	623216	0	592367	883116
57000	203	227	31	0	2	0	0	1456012	10	0	0	0	1	1107214	0	1700862	6	630250	0	596122	883114
57250	192	279	1	0	0	0	0	1431780	12	0	0	0	0	1165127	0	1947384	7	630995	0	605958	881297
57500	4248	223	0	0	1	0	0	1415184	4	2	0	0	0	1319719	0	1887241	6	624968	0	601398	887967
57750	222	224	13	9	1	0	0	1361680	66	43	0	0	3	1067108	0	1791817	8	639803	0	615909	890815
58000	257	250	0	0	0	0	0	1501804	9	2	0	0	1	1026076	0	1995680	32	661876	0	607604	912055
58250	211	240	10	0	1	0	0	1447910	10	2	0	0	0	1150864	0	1995703	6	643220	0	633190	883908
58500	233	4283	0	0	0	0	47	1437592	9	0	16	0	1	1170372	8	1873528	8	651417	0	620672	883140
58750	249	218	15	0	0	0	0	1407927	23	1	0	0	0	1337177	0	2063659	6	636305	0	638000	911302
59000	216	236	0	0	49	0	0	1516186	7	4023	0	0	1	941191	0	1962738	11	653972	0	612305	896276
59250	231	226	1	0	1	0	0	1504725	10	2	0	0	0	1127767	0	1818928	31	652586	0	634376	900312
59500	218	229	0	9	0	0	0	1455800	10	0	0	0	1	1213110	0	2144856	22	661831	0	656750	916542
59750	4272	281	40	0	1	0	0	1504498	81	1	0	0	0	1316207	0	2141115	20	653700	0	653785	911284
60000	222	237	0	0	2	0	0	1505738	10	14	0	0	9	1246230	0	2054250	7	660036	0	630430	903861
60250	214	253	10	0	0	0	0	1527409	14	43	0	0	1	1063891	0	1952139	6	666078	0	631989	910586
60500	238	243	0	0	5	0	1	1442649	9	0	0	0	0	1192544	0	2140460	24	675762	0	620328	938317
60750	226	288	0	0	3	0	0	1555608	69	1	0	0	1	1266435	0	1882925	9	659711	0	630779	935955
61000	295	251	0	0	0	0	0	1519591	14	0	0	0	1	1419017	0	2175602	7	676092	0	622875	942139
61250	219	3359	2	1	1	0	0	1470747	12	0	0	0	0	1221196	0	2066414	6	678634	0	620066	929560
61500	215	220	1	0	1	0	0	1546346	4063	9	0	0	2	1119483	0	1992412	7	671836	0	617857	934737
61750	226	235	0	0	0	0	0	1552158	43	0	0	4042	2	1257085	0	2189203	6	685992	0	625857	960186
62000	209	237	0	0	54	0	0	1540587	9734	1	4	0	1	1332949	0	2093094	6	678771	0	634139	957381
62250	294	250	0	0	0	0	0	1513690	17	1	0	0	1	1469680	0	2073920	7	689503	0	642014	967241
62500	234	258	12	0	0	0	0	1631995	4	68	0	0	2	1027779	0	2160490	6	705397	0	646661	962883
62750	243	245	0	0	1	0	0	1566470	3	0	0	0	1	1249679	0	1993963	12	694150	0	641159	975369
63000	235	260	2	2	1	0	0	1535885	2	8	0	0	2	1309109	0	2230307	7	706105	0	643765	990016
63250	224	251	0	0	11	32	0	1625805	17	1	0	0	3	1464297	0	2105636	7	714919	0	655295	977075
63500	362	4356	0	0	0	0	0	1613086	4	0	0	0	2	1187005	0	2195301	6	710192	0	656358	958931
63750	220	229	9	16	0	0	0	1587438	4040	4020	0	0	2	1195919	0	2253273	8	708490	0	671594	992797
64000	231	243	0	0	0	0	0	1577089	29	1	0	0	1	1376260	0	2063713	6	704517	1	654443	971774
64250	204	222	0	0	2	0	0	1631457	16	0	1	0	0	1463908	8	2314981	36	724938	0	684648	988877
64500	250	298	0	0	1	0	0	1600767	9	0	13	0	2	1240252	0	2206194	7	706724	0	655955	1004788
64750	266	248	2	0	0	0	0	1566676	20	29	0	0	8	1240974	0	2160421	6	730532	0	645773	985379
65000	224	241	0	0	29	0	0	1655826	10	2	0	0	1	1396454	0	2277448	39	730005	0	660470	985505
65250	242	252	0	0	11	0	0	1660094	19	1	0	0	0	1505504	0	2078726	6	732931	0	663171	1002331
65500	221	244	0	0	0	0	0	1606211	8	0	0	0	1	1246314	0	2380386	15297	745798	0	684531	993838
65750	316	4279	0	0	9	0	0	1711211	10	0	0	0	0	1290090	0	2285730	7	733762	18	669337	997287
66000	221	227	32	0	0	0	0	1657591	7	0	0	0	0	1419123	0	2228775	25	725313	43	671953	1007711
66250	232	246	0	0	1	0	9	1586354	14	10	0	0	9	1557393	0	2311580	7	730155	0	680792	1025538
66500	225	235	3	0	4022	0	0	1699440	6	0	0	0	1	1195231	0	2233918	6	745008	0	681744	1029051
66750	226	282	0	0	26	0	0	1677352	6	0	0	0	2	1383204	0	2421811	7	748403	0	686975	1027440
67000	4277	249	16	10	2	0	0	1638451	6	0	0	0	0	1451570	0	2233117	43	750889	0	694565	1046407
67250	242	236	1	0	10	13	0	1710358	5	1	0	0	1	1591203	0	2427810	7	757011	0	703117	1022487
67500	239	254	0	0	1	0	0	1776262	4	0	0	0	1	1189452	0	2311175	41	754884	0	694861	1035245
67750	235	241	33	0	2	0	0	1753288	4028	3	0	0	2	1465726	0	2298646	6	745237	0	699009	1022538
68000	225	4306	0	0	0	0	0	1718600	8	1	1	0	0	1551342	0	2398135	7	765583	0	694787	1046134
68250	254	231	4017	0	0	0	0	1701765	5	0	0	0	2	1549921	0	2288111	7	770536	0	694882	1070814
68500	228	238	0	0	0	0	0	1648185	5	4014	0	0	1	1264026	0	2462773	7	773150	0	717752	1060900
68750	232	231	12	8060	0	0	0	1740008	20	1	0	0	1	1470630	0	2273107	7	760251	0	721806	1055646
69000	220	284	1	0	0	0	0	1738124	6	0	0	0	2	1608503	0	2474227	4801	774274	0	718145	1048046
69250	268	252	0	0	0	0	0	1664553	4	2	0	0	13	1373099	0	2393454	7	779314	0	732608	1060316
69500	254	238	0	0	12	0	0	1776030	3	28	0	0	18	1437784	0	2370256	30	779635	0	715620	1070577
69750	233	242	0	0	1	0	0	1768761	18	1	0	7	13	1537116	0	2450290	9	778737	0	713001	1075202
70000	241	252	4013	0	0	0	0	1687856	5	3	0	0	3	1657832	0	2376824	25	782521	0	727051	1068078
70250	224	4320	0	14	2	0	0	1801940	9	0	0	0	2	1265568	0	2559395	47	788789	0	722198	1072993
70500	230	236	0	0	0	0	0	1763804	4	1	0	0	1	1534528	0	2332733	7	784440	0	733167	1098431
70750	231	261	0	0	1	0	16	1678898	19	12	0	0	12	1615435	0	2560712	6	787385	0	734189	1114012
71000	233	241	0	0	11	0	0	1819626	3	1	0	0	1	1469577	0	2384234	7	787058	0	738552	1090068
71250	229	310	0	0	46	0	0	1774440	17	0	0	0	2	1456252	0	2546850	6	802738	0	741380	1081167
71500	224	246	0	0	1	0	0	1728689	6	0	0	0	2	1607993	0	2452138	6	800680	0	745665	1095416
71750	282	290	2	0	1	0	0	1833645	7	1	0	0	1	1671334	0	2505029	7	812621	0	749539	1094722
72000	234	251	0	0	0	0	0	1801675	6	43	3052	0	1	1371646	45	2516903	33	801287	0	756190	1096350
72250	237	277	0	0	4	0	0	1773007	5	0	0	0	10	1596011	0	2526938	8	810544	0	741554	1113385
72500	242	233	0	0	2	0	0	1852368	9	2	0	0	2	1686003	0	2574383	7	807677	0	755942	1097462
72750	229	238	0	0	3	0	0	1827536	8	0	21	0	2	1545749	0	2493199	7	828304	0	765770	1129239
73000	298	256	0	0	1	0	0	1801950	8	4017	0	0	1	1563645	0	2582249	6	820164	0	762519	1123695
73250	235	235	0	0	1	0	0	1854859	4	0	0	0	4	1682352	0	2478605	24	837055	2	760451	1125585
73500	239	275	0	0	1	0	0	1823476	7	0	0	0	0	1761597	0	2657800	23	828391	0	766658	1106709
73750	218	244	2	0	2	0	0	1855367	2	0	0	0	2	1425256	0	2464324	79	820246	0	762141	1144223
74000	273	263	32	0	2	0	0	1984718	36	0	0	0	3	1670003	0	2640352	33	827580	0	788802	1152360
74250	233	255	0	0	47	0	0	2006448	6	30	0	0	4	1739102	0	2532342	6	847620	0	772851	1132147
74500	237	4364	0	41	0	0	0	1883947	4	1	0	0	3	1536928	0	2727333	7	827193	0	776158	1139007
74750	286	236	0	0	2	0	0	1941473	6	1	0	0	2	1649035	0	2544461	42	841173	0	783168	1157389
75000	233	244	0	0	1	0	0	1864375	15	2	0	0	3	1746163	0	2716631	36	847818	0	810738	1148130
75250	279	240	0	1	1	0	0	1936217	13	2	0	0	3	1710925	0	2524273	23	852364	0	790433	1154822
75500	228	298	4022	0	0	31	0	1913345	5	3	0	0	3	1543990	0	2735075	7	840268	9	792578	1155844
75750	248	242	0	0	4	0	0	1859114	2	2	0	0	5	1736449	0	2571465	7	848742	0	808665	1172952
76000	228	249	0	0	2	0	0	1968605	4041	0	0	0	1	1847117	0	2755762	7	855111	0	789860	1177039
76250	249	256	9	0	0	0	0	1944961	7	3	0	0	0	1514599	0	2587899	8	863998	0	791172	1166791
76500	4269	260	0	0	1	0	0	1966050	9	0	1	0	1	1741494	0	2774778	14	862888	0	795236	1186322
76750	233	4314	31	0	1	0	0	1981235	5	2	0	0	2	1876033	0	2587991	8	857612	0	833720	1190459
77000	250	239	0	46	0	0	0	1918933	7	4	0	0	3	1549472	0	2790277	24	875078	0	824870	1186091
77250	236	254	2	0	0	0	0	1980508	5	6	0	0	2	1757415	0	2683464	7	876682	0	830948	1207871
77500	287	245	14	0	1	0	8	1929018	4	4	0	0	2	1899255	0	2787455	40	880454	0	816692	1191021
77750	228	317	0	0	2	0	0	1902239	3	2	0	0	1	1614393	0	2706409	6	885748	0	816541	1183029
78000	236	246	11	0	1	0	0	2035020	4	0	0	0	1	1824990	0	2818269	23	883079	0	807916	1184368
78250	228	258	0	0	1	0	0	1946703	49	0	0	0	2	1965596	0	2685508	63	878286	0	815361	1220357
78500	219	261	2	0	1	0	0	2006204	7	44	0	0	0	1792306	0	2866857	6	885107	0	818149	1204984
78750	4308	339	0	0	0	0	0	2014481	4	0	0	0	1	1841790	0	2739385	7	885313	0	825904	1214523
79000	240	230	1	0	4032	9	0	1949153	2	0	0	0	1	1960307	0	2913759	8	879126	0	816865	1225207
79250	242	245	0	0	3	0	0	2021346	4	0	0	0	1	1628193	0	2752462	6	893299	0	823454	1232319
79500	234	267	0	0	0	0	0	1950622	4	0	0	0	0	1866625	0	2906221	37	903609	0	846964	1215626
79750	251	240	0	0	3	0	0	2021708	3	1	0	0	4	1966078	4004	2727337	9	894137	0	837415	1225775
